797,Kajol,ACTOR
798,Amrish Puri,ACTOR
799,Andrea Eckert,ACTOR
800,Krzysztof Kieslowski,DIRECTOR
801,Irène Jacob,ACTOR
802,Jean-Louis Trintignant,ACTOR
803,Frédérique Feder,ACTOR
804,Brigitte Lin,ACTOR
805,Takeshi Kaneshiro,ACTOR
806,Sam Neill,ACTOR
807,Laura Dern,ACTOR
808,Jeff Goldblum,ACTOR
809,Jim Sheridan,DIRECTOR
810,Pete Postlethwaite,ACTOR
811,Alison Crosbie,ACTOR
812,Kaige Chen,DIRECTOR
813,Leslie Cheung,ACTOR
814,Fengyi Zhang,ACTOR
815,Gong Li,ACTOR
816,Yimou Zhang,DIRECTOR
817,Jingwu Ma,ACTOR
818,Saifei He,ACTOR
819,Robert Sean Leonard,ACTOR
820,Rob Reiner,DIRECTOR
821,Wil Wheaton,ACTOR
822,River Phoenix,ACTOR
823,Corey Feldman,ACTOR
824,Oliver Stone,DIRECTOR
825,Charlie Sheen,ACTOR
826,Tom Berenger,ACTOR
827,Willem Dafoe,ACTOR
828,Wim Wenders,DIRECTOR
829,Harry Dean Stanton,ACTOR
830,Nastassja Kinski,ACTOR
831,Dean Stockwell,ACTOR
832,Sumi Shimamoto,ACTOR
833,Mahito Tsujimura,ACTOR
834,Hisako Kyôda,ACTOR
835,John Carpenter,DIRECTOR
836,Kurt Russell,ACTOR
837,Wilford Brimley,ACTOR
838,Keith David,ACTOR
839,Alan Parker,DIRECTOR
840,Bob Geldof,ACTOR
841,Christine Hargreaves,ACTOR
842,James Laurenson,ACTOR
843,Werner Herzog,DIRECTOR
844,Klaus Kinski,ACTOR
845,José Lewgoy,ACTOR
846,Bertil Guve,ACTOR
847,Pernilla Allwin,ACTOR
848,Kristina Adolphson,ACTOR
849,Rutger Hauer,ACTOR
850,Sean Young,ACTOR
851,David Lynch,DIRECTOR
852,Anne Bancroft,ACTOR
853,Terry Jones,DIRECTOR
854,Michael Palin,ACTOR
855,Michael Cimino,DIRECTOR
856,John Cazale,ACTOR
857,John G. Avildsen,DIRECTOR
858,Sylvester Stallone,ACTOR
859,Talia Shire,ACTOR
860,Burt Young,ACTOR
861,Faye Dunaway,ACTOR
862,Peter Finch,ACTOR
863,Ryan O'Neal,ACTOR
864,Marisa Berenson,ACTOR
865,Margarita Terekhova,ACTOR
866,Filipp Yankovskiy,ACTOR
867,Ignat Daniltsev,ACTOR
868,John Huston,ACTOR
869,Peter Bogdanovich,DIRECTOR
870,Tatum O'Neal,ACTOR
871,Madeline Kahn,ACTOR
872,Harriet Andersson,ACTOR
873,Kari Sylwan,ACTOR
874,Natalya Bondarchuk,ACTOR
875,Donatas Banionis,ACTOR
876,Jüri Järvet,ACTOR
877,Jean-Pierre Melville,DIRECTOR
878,Alain Delon,ACTOR
879,François Périer,ACTOR
880,Nathalie Delon,ACTOR
881,Stuart Rosenberg,DIRECTOR
882,George Kennedy,ACTOR
883,Strother Martin,ACTOR
884,Margaretha Krook,ACTOR
885,Ivan Lapikov,ACTOR
886,Nikolay Grinko,ACTOR
887,Gillo Pontecorvo,DIRECTOR
888,Brahim Hadjadj,ACTOR
889,Jean Martin,ACTOR
890,Yacef Saadi,ACTOR
891,Luis Buñuel,DIRECTOR
892,Silvia Pinal,ACTOR
893,Jacqueline Andere,ACTOR
894,Enrique Rambal,ACTOR
895,Robert Aldrich,DIRECTOR
896,Joan Crawford,ACTOR
897,Victor Buono,ACTOR
898,Keiju Kobayashi,ACTOR
899,John Ford,DIRECTOR
900,John Wayne,ACTOR
901,Eduard Abalov,ACTOR
902,Nikolay Burlyaev,ACTOR
903,Valentin Zubkov,ACTOR
904,Birgitta Valberg,ACTOR
905,Gunnel Lindblom,ACTOR
906,Fredric March,ACTOR
907,François Truffaut,DIRECTOR
908,Jean-Pierre Léaud,ACTOR
909,Albert Rémy,ACTOR
910,Claire Maurier,ACTOR
911,William Wyler,DIRECTOR
912,Charlton Heston,ACTOR
913,Jack Hawkins,ACTOR
914,Stephen Boyd,ACTOR
915,Misa Uehara,ACTOR
916,Minoru Chiaki,ACTOR
917,Federico Fellini,DIRECTOR
918,Giulietta Masina,ACTOR
919,Franca Marzi,ACTOR
920,Isuzu Yamada,ACTOR
921,Elia Kazan,DIRECTOR
922,Karl Malden,ACTOR
923,Henri-Georges Clouzot,DIRECTOR
924,Yves Montand,ACTOR
925,Charles Vanel,ACTOR
926,Peter van Eyck,ACTOR
927,Jan Sterling,ACTOR
928,Robert Arthur,ACTOR
929,Raoul Walsh,DIRECTOR
930,James Cagney,ACTOR
931,Virginia Mayo,ACTOR
932,Edmond O'Brien,ACTOR
933,Carol Reed,DIRECTOR
934,Alida Valli,ACTOR
935,Michael Powell,DIRECTOR
936,Emeric Pressburger,ACTOR
937,Anton Walbrook,ACTOR
938,Marius Goring,ACTOR
939,Margaret Sullavan,ACTOR
940,Frank Morgan,ACTOR
941,Laurence Olivier,ACTOR
942,Joan Fontaine,ACTOR
943,Jean Arthur,ACTOR
944,Claude Rains,ACTOR
945,Victor Fleming,DIRECTOR
946,George Cukor,ACTOR
947,Sam Wood,ACTOR
948,Clark Gable,ACTOR
949,Jean Renoir,DIRECTOR
950,Jean Gabin,ACTOR
951,Dita Parlo,ACTOR
952,Pierre Fresnay,ACTOR
953,Claudette Colbert,ACTOR
954,Walter Connolly,ACTOR
955,Carl Theodor Dreyer,DIRECTOR
956,Maria Falconetti,ACTOR
957,Eugene Silvain,ACTOR
958,André Berley,ACTOR
959,Merna Kennedy,ACTOR
960,Al Ernest Garcia,ACTOR
961,F.W. Murnau,DIRECTOR
962,George O'Brien,ACTOR
963,Janet Gaynor,ACTOR
964,Margaret Livingston,ACTOR
965,Clyde Bruckman,DIRECTOR
966,Marion Mack,ACTOR
967,Robert Wiene,DIRECTOR
968,Werner Krauss,ACTOR
969,Conrad Veidt,ACTOR
970,Friedrich Feher,ACTOR
971,Amit Ravindernath Sharma,DIRECTOR
972,Neena Gupta,ACTOR
973,Gajraj Rao,ACTOR
974,Ericson Core,DIRECTOR
975,Julianne Nicholson,ACTOR
976,Christopher Heyerdahl,ACTOR
977,Raja Menon,DIRECTOR
978,Nimrat Kaur,ACTOR
979,Kumud Mishra,ACTOR
980,Kabir Khan,DIRECTOR
981,Harshaali Malhotra,ACTOR
982,Danny Denzongpa,ACTOR
983,Ryan Gosling,ACTOR
984,Emma Stone,ACTOR
985,Rosemarie DeWitt,ACTOR
986,Garth Davis,DIRECTOR
987,Dev Patel,ACTOR
988,Nicole Kidman,ACTOR
989,Rooney Mara,ACTOR
990,Kristen Wiig,ACTOR
991,Byron Howard,DIRECTOR
992,Rich Moore,ACTOR
993,Jared Bush,ACTOR
994,Ginnifer Goodwin,ACTOR
995,Ramya Krishnan,ACTOR
996,Chloë Grace Moretz,ACTOR
997,Mary Steenburgen,ACTOR
998,Stephen Chbosky,DIRECTOR
999,Owen Wilson,ACTOR
1000,Izabela Vidovic,ACTOR
1001,Vijay Varma,ACTOR
1002,Nakul Roshan Sahdev,ACTOR
1003,Ranveer Singh,ACTOR
1004,Destin Daniel Cretton,DIRECTOR
1005,Frantz Turner,ACTOR
1006,John Gallagher Jr.,ACTOR
1007,Gareth Evans,DIRECTOR
1008,Iko Uwais,ACTOR
1009,Yayan Ruhian,ACTOR
1010,Arifin Putra,ACTOR
1011,Morten Tyldum,DIRECTOR
1012,Benedict Cumberbatch,ACTOR
1013,Keira Knightley,ACTOR
1014,Matthew Goode,ACTOR
1015,James Gunn,DIRECTOR
1016,Chris Pratt,ACTOR
1017,Vin Diesel,ACTOR
1018,Bradley Cooper,ACTOR
1019,Ana de Armas,ACTOR
1020,Spike Jonze,DIRECTOR
1021,Amy Adams,ACTOR
1022,Rami Malek,ACTOR
1023,Lucy Boynton,ACTOR
1024,Gwilym Lee,ACTOR
1025,Will Poulter,ACTOR
1026,Logan Lerman,ACTOR
1027,Ezra Miller,ACTOR
1028,José Padilha,DIRECTOR
1029,Wagner Moura,ACTOR
1030,Irandhir Santos,ACTOR
1031,André Ramiro,ACTOR
1032,Tom Hooper,DIRECTOR
1033,Colin Firth,ACTOR
1034,Geoffrey Rush,ACTOR
1035,Helena Bonham Carter,ACTOR
1036,Tate Taylor,DIRECTOR
1037,Octavia Spencer,ACTOR
1038,Tim Miller,DIRECTOR
1039,Ryan Reynolds,ACTOR
1040,Morena Baccarin,ACTOR
1041,T.J. Miller,ACTOR
1042,Golshifteh Farahani,ACTOR
1043,Shahab Hosseini,ACTOR
1044,Taraneh Alidoosti,ACTOR
1045,Kalki Koechlin,ACTOR
1046,Wilson Yip,DIRECTOR
1047,Donnie Yen,ACTOR
1048,Simon Yam,ACTOR
1049,Siu-Wong Fan,ACTOR
1050,Karan Johar,DIRECTOR
1051,Sheetal Menon,ACTOR
1052,Levent Semerci,DIRECTOR
1053,Mete Horozoglu,ACTOR
1054,Ilker Kizmaz,ACTOR
1055,Loveleen Tandan,ACTOR
1056,Freida Pinto,ACTOR
1057,Mila Kunis,ACTOR
1058,Caio Junqueira,ACTOR
1059,Joss Whedon,DIRECTOR
1060,Vincent Paronnaud,DIRECTOR
1061,Marjane Satrapi,ACTOR
1062,Chiara Mastroianni,ACTOR
1063,Catherine Deneuve,ACTOR
1064,Jean-Marc Vallée,DIRECTOR
1065,Jennifer Garner,ACTOR
1066,Gabriele Muccino,DIRECTOR
1067,Will Smith,ACTOR
1068,Thandie Newton,ACTOR
1069,Jaden Smith,ACTOR
1070,Edward Zwick,DIRECTOR
1071,Djimon Hounsou,ACTOR
1072,Paul Greengrass,DIRECTOR
1073,Edgar Ramírez,ACTOR
1074,Ki-duk Kim,DIRECTOR
1075,Seung-Yun Lee,ACTOR
1076,Hee Jae,ACTOR
1077,Hyuk-ho Kwon,ACTOR
1078,Frank Miller,DIRECTOR
1079,Quentin Tarantino,ACTOR
1080,Robert Rodriguez,ACTOR
1081,Mickey Rourke,ACTOR
1082,Julian Schnabel,DIRECTOR
1083,Laura Obiols,ACTOR
1084,Emmanuelle Seigner,ACTOR
1085,Ömer Faruk Sorak,DIRECTOR
1086,Cem Yilmaz,ACTOR
1087,Özge Özberk,ACTOR
1088,Ozan Güven,ACTOR
1089,Brad Bird,DIRECTOR
1090,Jan Pinkava,ACTOR
1091,Brad Garrett,ACTOR
1092,Lou Romano,ACTOR
1093,Martin Campbell,DIRECTOR
1094,Daniel Craig,ACTOR
1095,Eva Green,ACTOR
1096,Judi Dench,ACTOR
1097,Andrey Zvyagintsev,DIRECTOR
1098,Vladimir Garin,ACTOR
1099,Ivan Dobronravov,ACTOR
1100,Konstantin Lavronenko,ACTOR
1101,Ki-duk Kim,ACTOR
1102,Yeong-su Oh,ACTOR
1103,Jong-ho Kim,ACTOR
1104,Alejandro Amenábar,DIRECTOR
1105,Belén Rueda,ACTOR
1106,Lola Dueñas,ACTOR
1107,Renée Zellweger,ACTOR
1108,Craig Bierko,ACTOR
1109,Nikkhil Advani,DIRECTOR
1110,Preity Zinta,ACTOR
1111,Andrew Lau,DIRECTOR
1112,Alan Mak,ACTOR
1113,Andy Lau,ACTOR
1114,Gore Verbinski,DIRECTOR
1115,Johnny Depp,ACTOR
1116,Tim Burton,DIRECTOR
1117,Albert Finney,ACTOR
1118,Billy Crudup,ACTOR
1119,Craig T. Nelson,ACTOR
1120,Holly Hunter,ACTOR
1121,Jae-young Kwak,DIRECTOR
1122,Tae-Hyun Cha,ACTOR
1123,Jun Ji-Hyun,ACTOR
1124,In-mun Kim,ACTOR
1125,Lars von Trier,DIRECTOR
1126,Paul Bettany,ACTOR
1127,Lauren Bacall,ACTOR
1128,Yilmaz Erdogan,DIRECTOR
1129,Ömer Faruk Sorak,ACTOR
1130,Yilmaz Erdogan,ACTOR
1131,Richard Kelly,DIRECTOR
1132,Jena Malone,ACTOR
1133,Mary McDonnell,ACTOR
1134,Tom Cruise,ACTOR
1135,Jason Robards,ACTOR
1136,Julianne Moore,ACTOR
1137,Björk,ACTOR
1138,Richard Farnsworth,ACTOR
1139,Sissy Spacek,ACTOR
1140,Jane Galloway Heitz,ACTOR
1141,Satoshi Kon,DIRECTOR
1142,Junko Iwao,ACTOR
1143,Rica Matsumoto,ACTOR
1144,Shinpachi Tsuji,ACTOR
1145,Ulrich Thomsen,ACTOR
1146,Henning Moritzen,ACTOR
1147,Walter Salles,DIRECTOR
1148,Fernanda Montenegro,ACTOR
1149,Vinícius de Oliveira,ACTOR
1150,Marília Pêra,ACTOR
1151,Eli Marienthal,ACTOR
1152,Harry Connick Jr.,ACTOR
1153,Jennifer Aniston,ACTOR
1154,Thomas Jahn,DIRECTOR
1155,Til Schweiger,ACTOR
1156,Jan Josef Liefers,ACTOR
1157,Thierry van Werveke,ACTOR
1158,Billy Bob Thornton,DIRECTOR
1159,Billy Bob Thornton,ACTOR
1160,Dwight Yoakam,ACTOR
1161,J.T. Walsh,ACTOR
1162,Mike Leigh,DIRECTOR
1163,Timothy Spall,ACTOR
1164,Brenda Blethyn,ACTOR
1165,Phyllis Logan,ACTOR
1166,Madeleine Stowe,ACTOR
1167,Mamoru Oshii,DIRECTOR
1168,Atsuko Tanaka,ACTOR
1169,Iemasa Kayumi,ACTOR
1170,Akio Ôtsuka,ACTOR
1171,Henry Selick,DIRECTOR
1172,Danny Elfman,ACTOR
1173,Chris Sarandon,ACTOR
1174,Catherine O'Hara,ACTOR
1175,Harold Ramis,DIRECTOR
1176,Bill Murray,ACTOR
1177,Andie MacDowell,ACTOR
1178,Chris Elliott,ACTOR
1179,Taylor Hackford,DIRECTOR
1180,Damian Chapa,ACTOR
1181,Jesse Borrego,ACTOR
1182,Benjamin Bratt,ACTOR
1183,Martin Brest,DIRECTOR
1184,Chris O'Donnell,ACTOR
1185,James Rebhorn,ACTOR
1186,Ron Clements,DIRECTOR
1187,John Musker,ACTOR
1188,Scott Weinger,ACTOR
1189,Kevin Costner,ACTOR
1190,Gary Trousdale,DIRECTOR
1191,Kirk Wise,ACTOR
1192,Paige O'Hara,ACTOR
1193,Robby Benson,ACTOR
1194,Kevin Costner,DIRECTOR
1195,Graham Greene,ACTOR
1196,Spike Lee,DIRECTOR
1197,Danny Aiello,ACTOR
1198,Ossie Davis,ACTOR
1199,Ruby Dee,ACTOR
1200,Barry Levinson,DIRECTOR
1201,Dustin Hoffman,ACTOR
1202,Valeria Golino,ACTOR
1203,Katsuhiro Ôtomo,DIRECTOR
1204,Mitsuo Iwata,ACTOR
1205,Nozomu Sasaki,ACTOR
1206,Mami Koyama,ACTOR
1207,Cary Elwes,ACTOR
1208,Mandy Patinkin,ACTOR
1209,Solveig Dommartin,ACTOR
1210,Otto Sander,ACTOR
1211,Louis Malle,DIRECTOR
1212,Gaspard Manesse,ACTOR
1213,Raphael Fejtö,ACTOR
1214,Francine Racette,ACTOR
1215,Mayumi Tanaka,ACTOR
1216,Keiko Yokozawa,ACTOR
1217,Kotoe Hatsui,ACTOR
1218,Richard Attenborough,DIRECTOR
1219,John Gielgud,ACTOR
1220,Rohini Hattangadi,ACTOR
1221,Ken'ichi Hagiwara,ACTOR
1222,Hal Ashby,DIRECTOR
1223,Melvyn Douglas,ACTOR
1224,Woody Allen,DIRECTOR
1225,Woody Allen,ACTOR
1226,Diane Keaton,ACTOR
1227,Tony Roberts,ACTOR
1228,Roy Scheider,ACTOR
1229,Richard Dreyfuss,ACTOR
1230,Penelope Allen,ACTOR
1231,Mel Brooks,DIRECTOR
1232,Gene Wilder,ACTOR
1233,Marty Feldman,ACTOR
1234,Franklin J. Schaffner,DIRECTOR
1235,Victor Jory,ACTOR
1236,William Friedkin,DIRECTOR
1237,Linda Blair,ACTOR
1238,Alec Cawthorne,ACTOR
1239,Timothy Bottoms,ACTOR
1240,Norman Jewison,DIRECTOR
1241,Topol,ACTOR
1242,Norma Crane,ACTOR
1243,Leonard Frey,ACTOR
1244,Bernardo Bertolucci,DIRECTOR
1245,Stefania Sandrelli,ACTOR
1246,Gastone Moschin,ACTOR
1247,Katharine Ross,ACTOR
1248,Mia Farrow,ACTOR
1249,John Cassavetes,ACTOR
1250,Ruth Gordon,ACTOR
1251,Roddy McDowall,ACTOR
1252,Kim Hunter,ACTOR
1253,Mike Nichols,DIRECTOR
1254,Elizabeth Taylor,ACTOR
1255,Richard Burton,ACTOR
1256,George Segal,ACTOR
1257,Robert Wise,DIRECTOR
1258,Julie Andrews,ACTOR
1259,Christopher Plummer,ACTOR
1260,Eleanor Parker,ACTOR
1261,Omar Sharif,ACTOR
1262,Julie Christie,ACTOR
1263,Geraldine Chaplin,ACTOR
1264,Marianne Koch,ACTOR
1265,Marcello Mastroianni,ACTOR
1266,Anouk Aimée,ACTOR
1267,Jean-Luc Godard,DIRECTOR
1268,Anna Karina,ACTOR
1269,Sady Rebbot,ACTOR
1270,André S. Labarthe,ACTOR
1271,Robert Rossen,DIRECTOR
1272,Jackie Gleason,ACTOR
1273,Piper Laurie,ACTOR
1274,Anita Ekberg,ACTOR
1275,Howard Hawks,DIRECTOR
1276,Dean Martin,ACTOR
1277,Ricky Nelson,ACTOR
1278,Otto Preminger,DIRECTOR
1279,Lee Remick,ACTOR
1280,Ben Gazzara,ACTOR
1281,Richard Brooks,DIRECTOR
1282,Burl Ives,ACTOR
1283,Alexander Mackendrick,DIRECTOR
1284,Susan Harrison,ACTOR
1285,Coleen Gray,ACTOR
1286,Vince Edwards,ACTOR
1287,Charles Laughton,DIRECTOR
1288,Robert Mitchum,ACTOR
1289,Shelley Winters,ACTOR
1290,Lillian Gish,ACTOR
1291,Richard Basehart,ACTOR
1292,Simone Signoret,ACTOR
1293,Véra Clouzot,ACTOR
1294,Paul Meurisse,ACTOR
1295,Don Taylor,ACTOR
1296,Otto Preminger,ACTOR
1297,Audrey Hepburn,ACTOR
1298,Eddie Albert,ACTOR
1299,Vivien Leigh,ACTOR
1300,Nicholas Ray,DIRECTOR
1301,Gloria Grahame,ACTOR
1302,Frank Lovejoy,ACTOR
1303,Robert Hamer,DIRECTOR
1304,Dennis Price,ACTOR
1305,Valerie Hobson,ACTOR
1306,John Dall,ACTOR
1307,Farley Granger,ACTOR
1308,Jacques Tourneur,DIRECTOR
1309,Jane Greer,ACTOR
1310,Celia Johnson,ACTOR
1311,Trevor Howard,ACTOR
1312,Stanley Holloway,ACTOR
1313,Gene Tierney,ACTOR
1314,Dana Andrews,ACTOR
1315,Clifton Webb,ACTOR
1316,Myrna Loy,ACTOR
1317,Priscilla Lane,ACTOR
1318,Raymond Massey,ACTOR
1319,Mary Astor,ACTOR
1320,Gladys George,ACTOR
1321,Jane Darwell,ACTOR
1322,John Carradine,ACTOR
1323,Mervyn LeRoy,ACTOR
1324,Norman Taurog,ACTOR
1325,Marcel Dalio,ACTOR
1326,Nora Gregor,ACTOR
1327,Paulette Dubost,ACTOR
1328,W.S. Van Dyke,DIRECTOR
1329,William Powell,ACTOR
1330,Maureen O'Sullivan,ACTOR
1331,Lewis Milestone,DIRECTOR
1332,Lew Ayres,ACTOR
1333,Louis Wolheim,ACTOR
1334,John Wray,ACTOR
1335,Sergei M. Eisenstein,DIRECTOR
1336,Aleksandr Antonov,ACTOR
1337,Vladimir Barskiy,ACTOR
1338,Grigoriy Aleksandrov,ACTOR
1339,Rian Johnson,DIRECTOR
1340,Mukesh Chhabra,DIRECTOR
1341,Sanjana Sanghi,ACTOR
1342,Sahil Vaid,ACTOR
1343,Hirokazu Koreeda,DIRECTOR
1344,Lily Franky,ACTOR
1345,Sakura Andô,ACTOR
1346,Kirin Kiki,ACTOR
1347,Noah Baumbach,DIRECTOR
1348,Adam Driver,ACTOR
1349,Julia Greer,ACTOR
1350,Luca Guadagnino,DIRECTOR
1351,Armie Hammer,ACTOR
1352,Timothée Chalamet,ACTOR
1353,Michael Stuhlbarg,ACTOR
1354,Ken Loach,DIRECTOR
1355,Dave Johns,ACTOR
1356,Hayley Squires,ACTOR
1357,Bryan Cranston,ACTOR
1358,Koyu Rankin,ACTOR
1359,Taika Waititi,DIRECTOR
1360,Julian Dennison,ACTOR
1361,Rima Te Wiata,ACTOR
1362,Matt Ross,DIRECTOR
1363,Samantha Isler,ACTOR
1364,John Carney,DIRECTOR
1365,Ferdia Walsh-Peelo,ACTOR
1366,Aidan Gillen,ACTOR
1367,Maria Doyle Kennedy,ACTOR
1368,Tom Hiddleston,ACTOR
1369,Cate Blanchett,ACTOR
1370,Dan Gilroy,DIRECTOR
1371,Rene Russo,ACTOR
1372,Bill Paxton,ACTOR
1373,Roman Griffin Davis,ACTOR
1374,Thomasin McKenzie,ACTOR
1375,Jeremy Renner,ACTOR
1376,Forest Whitaker,ACTOR
1377,J.J. Abrams,DIRECTOR
1378,Daisy Ridley,ACTOR
1379,John Boyega,ACTOR
1380,Oscar Isaac,ACTOR
1381,Seamus Davey-Fitzpatrick,ACTOR
1382,Muhammet Uzuner,ACTOR
1383,Taner Birsel,ACTOR
1384,Michel Hazanavicius,DIRECTOR
1385,Jean Dujardin,ACTOR
1386,Bérénice Bejo,ACTOR
1387,Doug Liman,DIRECTOR
1388,Emily Blunt,ACTOR
1389,Michael Haneke,DIRECTOR
1390,Emmanuelle Riva,ACTOR
1391,Isabelle Huppert,ACTOR
1392,Jacques Audiard,DIRECTOR
1393,Tahar Rahim,ACTOR
1394,Niels Arestrup,ACTOR
1395,Adel Bencherif,ACTOR
1396,Duncan Jones,DIRECTOR
1397,Dominique McElligott,ACTOR
1398,Tomas Alfredson,DIRECTOR
1399,Kåre Hedebrant,ACTOR
1400,Lina Leandersson,ACTOR
1401,Per Ragnar,ACTOR
1402,Neill Blomkamp,DIRECTOR
1403,Sharlto Copley,ACTOR
1404,David James,ACTOR
1405,Jason Cope,ACTOR
1406,Marisa Tomei,ACTOR
1407,Evan Rachel Wood,ACTOR
1408,Imtiaz Ali,DIRECTOR
1409,Kareena Kapoor,ACTOR
1410,Tarun Arora,ACTOR
1411,Ellar Coltrane,ACTOR
1412,Patricia Arquette,ACTOR
1413,Cristian Mungiu,DIRECTOR
1414,Anamaria Marinca,ACTOR
1415,Laura Vasiliu,ACTOR
1416,Vlad Ivanov,ACTOR
1417,Chris Pine,ACTOR
1418,Zachary Quinto,ACTOR
1419,Simon Pegg,ACTOR
1420,Colin Farrell,ACTOR
1421,Richard Schenkman,DIRECTOR
1422,David Lee Smith,ACTOR
1423,Tony Todd,ACTOR
1424,John Billingsley,ACTOR
1425,Kazunari Ninomiya,ACTOR
1426,Tsuyoshi Ihara,ACTOR
1427,Tarsem Singh,DIRECTOR
1428,Lee Pace,ACTOR
1429,Catinca Untaru,ACTOR
1430,Justine Waddell,ACTOR
1431,Ang Lee,DIRECTOR
1432,Suraj Sharma,ACTOR
1433,Adil Hussain,ACTOR
1434,George Clooney,ACTOR
1435,Meryl Streep,ACTOR
1436,Michel Côté,ACTOR
1437,Marc-André Grondin,ACTOR
1438,Danielle Proulx,ACTOR
1439,Christophe Barratier,DIRECTOR
1440,Gérard Jugnot,ACTOR
1441,François Berléand,ACTOR
1442,Jean-Baptiste Maunier,ACTOR
1443,Jon Favreau,DIRECTOR
1444,Gwyneth Paltrow,ACTOR
1445,Terrence Howard,ACTOR
1446,Edgar Wright,DIRECTOR
1447,Nick Frost,ACTOR
1448,Kate Ashfield,ACTOR
1449,Fatih Akin,DIRECTOR
1450,Birol Ünel,ACTOR
1451,Sibel Kekilli,ACTOR
1452,Güven Kiraç,ACTOR
1453,Sean Penn,ACTOR
1454,Kevin Bacon,ACTOR
1455,Alfonso Cuarón,DIRECTOR
1456,Jet Li,ACTOR
1457,Pedro Almodóvar,DIRECTOR
1458,Rosario Flores,ACTOR
1459,Javier Cámara,ACTOR
1460,Danis Tanovic,DIRECTOR
1461,Branko Djuric,ACTOR
1462,Rene Bitorajac,ACTOR
1463,Filip Sovagovic,ACTOR
1464,Shin'ichirô Watanabe,DIRECTOR
1465,Tensai Okamura,ACTOR
1466,Hiroyuki Okiura,ACTOR
1467,Yoshiyuki Takei,ACTOR
1468,Franka Potente,ACTOR
1469,Chris Cooper,ACTOR
1470,Fabián Bielinsky,DIRECTOR
1471,Gastón Pauls,ACTOR
1472,Graciela Tenenbaum,ACTOR
1473,Clive Owen,ACTOR
1474,Cameron Crowe,DIRECTOR
1475,Patrick Fugit,ACTOR
1476,Kate Hudson,ACTOR
1477,Naomi Watts,ACTOR
1478,Laura Harring,ACTOR
1479,Justin Theroux,ACTOR
1480,Ash Brannon,ACTOR
1481,Mark Wahlberg,ACTOR
1482,Burt Reynolds,ACTOR
1483,Yoshifumi Kondô,DIRECTOR
1484,Yoko Honna,ACTOR
1485,Issey Takahashi,ACTOR
1486,Takashi Tachibana,ACTOR
1487,Lee Tamahori,DIRECTOR
1488,Rena Owen,ACTOR
1489,Temuera Morrison,ACTOR
1490,Mamaengaroa Kerr-Bell,ACTOR
1491,Tony Scott,DIRECTOR
1492,Christian Slater,ACTOR
1493,Dennis Hopper,ACTOR
1494,Juliette Binoche,ACTOR
1495,Zbigniew Zamachowski,ACTOR
1496,Yoshiaki Kawajiri,DIRECTOR
1497,Kôichi Yamadera,ACTOR
1498,Emi Shinohara,ACTOR
1499,Takeshi Aono,ACTOR
1500,Penelope Ann Miller,ACTOR
1501,Winona Ryder,ACTOR
1502,Dianne Wiest,ACTOR
1503,Brenda Fricker,ACTOR
1504,Alison Whelan,ACTOR
1505,Martin Landau,ACTOR
1506,Bill Bernstein,ACTOR
1507,Jonathan Pryce,ACTOR
1508,Kim Greist,ACTOR
1509,Rob Reiner,ACTOR
1510,Michael McKean,ACTOR
1511,Christopher Guest,ACTOR
1512,Bob Clark,DIRECTOR
1513,Peter Billingsley,ACTOR
1514,Melinda Dillon,ACTOR
1515,Darren McGavin,ACTOR
1516,John Landis,DIRECTOR
1517,John Belushi,ACTOR
1518,Dan Aykroyd,ACTOR
1519,Cab Calloway,ACTOR
1520,Mariel Hemingway,ACTOR
1521,Bob Fosse,DIRECTOR
1522,Jessica Lange,ACTOR
1523,Ann Reinking,ACTOR
1524,George A. Romero,DIRECTOR
1525,David Emge,ACTOR
1526,Ken Foree,ACTOR
1527,Scott H. Reiniger,ACTOR
1528,Alan J. Pakula,DIRECTOR
1529,Jack Warden,ACTOR
1530,Alejandro Jodorowsky,DIRECTOR
1531,Alejandro Jodorowsky,ACTOR
1532,Horacio Salinas,ACTOR
1533,Zamira Saunders,ACTOR
1534,Magali Noël,ACTOR
1535,Bruno Zanin,ACTOR
1536,Pupella Maggio,ACTOR
1537,Fernando Rey,ACTOR
1538,Delphine Seyrig,ACTOR
1539,Paul Frankeur,ACTOR
1540,Ruy Guerra,ACTOR
1541,Helena Rojo,ACTOR
1542,Bud Cort,ACTOR
1543,Vivian Pickles,ACTOR
1544,Stephen Young,ACTOR
1545,Sam Peckinpah,DIRECTOR
1546,Ernest Borgnine,ACTOR
1547,Robert Ryan,ACTOR
1548,Duane Jones,ACTOR
1549,Judith O'Dea,ACTOR
1550,Karl Hardman,ACTOR
1551,Anthony Harvey,DIRECTOR
1552,Katharine Hepburn,ACTOR
1553,Sidney Poitier,ACTOR
1554,Rod Steiger,ACTOR
1555,Warren Oates,ACTOR
1556,Walter Matthau,ACTOR
1557,John Frankenheimer,DIRECTOR
1558,Frank Sinatra,ACTOR
1559,Laurence Harvey,ACTOR
1560,Jean Simmons,ACTOR
1561,Michelangelo Antonioni,DIRECTOR
1562,Gabriele Ferzetti,ACTOR
1563,Monica Vitti,ACTOR
1564,Lea Massari,ACTOR
1565,Alain Resnais,DIRECTOR
1566,Eiji Okada,ACTOR
1567,Stella Dassas,ACTOR
1568,Cecil B. DeMille,DIRECTOR
1569,Yul Brynner,ACTOR
1570,Jeffrey Hunter,ACTOR
1571,James Dean,ACTOR
1572,Julie Harris,ACTOR
1573,Fred Zinnemann,DIRECTOR
