702,Guess Who's Coming to Dinner,1967,,7.8
703,Bonnie and Clyde,1967,A,7.8
704,My Fair Lady,1964,U,7.8
705,Mary Poppins,1964,U,7.8
706,The Longest Day,1962,G,7.8
707,Jules et Jim,1962,,7.8
708,The Innocents,1961,A,7.8
709,À bout de souffle,1960,U,7.8
710,Red River,1948,Passed,7.8
711,Key Largo,1948,,7.8
712,To Have and Have Not,1944,PG,7.8
713,Shadow of a Doubt,1943,PG,7.8
714,Stagecoach,1939,Passed,7.8
715,The Lady Vanishes,1938,,7.8
716,Bringing Up Baby,1938,Passed,7.8
717,Bride of Frankenstein,1935,,7.8
718,Duck Soup,1933,,7.8
719,Scarface: The Shame of the Nation,1932,PG,7.8
720,Frankenstein,1931,Passed,7.8
721,Roma,2018,R,7.7
722,God's Own Country,2017,,7.7
723,Deadpool 2,2018,R,7.7
724,Wind River,2017,R,7.7
725,Get Out,2017,R,7.7
726,Mission: Impossible - Fallout,2018,UA,7.7
727,En man som heter Ove,2015,PG-13,7.7
728,What We Do in the Shadows,2014,R,7.7
729,Omoide no Mânî,2014,U,7.7
730,The Theory of Everything,2014,U,7.7
731,Kingsman: The Secret Service,2014,A,7.7
732,The Fault in Our Stars,2014,UA,7.7
733,Me and Earl and the Dying Girl,2015,PG-13,7.7
734,Birdman or (The Unexpected Virtue of Ignorance),2014,A,7.7
735,La vie d'Adèle,2013,A,7.7
736,Kai po che!,2013,U,7.7
737,The Broken Circle Breakdown,2012,,7.7
738,Captain America: The Winter Soldier,2014,UA,7.7
739,Rockstar,2011,UA,7.7
740,Nebraska,2013,UA,7.7
741,Wreck-It Ralph,2012,U,7.7
742,Le Petit Prince,2015,PG,7.7
743,Detachment,2011,,7.7
744,Midnight in Paris,2011,PG-13,7.7
745,The Lego Movie,2014,U,7.7
746,Gravity,2013,UA,7.7
747,Star Trek Into Darkness,2013,UA,7.7
748,Beasts of No Nation,2015,,7.7
749,The Social Network,2010,UA,7.7
750,X: First Class,2011,UA,7.7
751,The Hangover,2009,UA,7.7
752,Skyfall,2012,UA,7.7
753,Silver Linings Playbook,2012,A,7.7
754,Argo,2012,A,7.7
755,(500) Days of Summer,2009,UA,7.7
756,Harry Potter and the Deathly Hallows: Part 1,2010,A,7.7
757,Gake no ue no Ponyo,2008,U,7.7
758,Frost/Nixon,2008,R,7.7
759,Papurika,2006,U,7.7
760,Changeling,2008,R,7.7
761,Flipped,2010,PG,7.7
762,Toki o kakeru shôjo,2006,U,7.7
763,Death Note: Desu nôto,2006,,7.7
764,This Is England,2006,,7.7
765,Ex Machina,2014,UA,7.7
766,Efter brylluppet,2006,R,7.7
767,The Last King of Scotland,2006,R,7.7
768,Zodiac,2007,UA,7.7
769,Lucky Number Slevin,2006,R,7.7
770,Joyeux Noël,2005,PG-13,7.7
771,Control,2007,R,7.7
772,Tangled,2010,U,7.7
773,Zwartboek,2006,R,7.7
774,Brokeback Mountain,2005,A,7.7
775,3:10 to Yuma,2007,A,7.7
776,Crash,2004,UA,7.7
777,Kung fu,2004,UA,7.7
778,The Bourne Supremacy,2004,A,7.7
779,The Machinist,2004,R,7.7
780,Ray,2004,A,7.7
781,Lost in Translation,2003,UA,7.7
782,Harry Potter and the Goblet of Fire,2005,UA,7.7
783,Man on Fire,2004,UA,7.7
784,Coraline,2009,U,7.7
785,The Last Samurai,2003,UA,7.7
786,The Magdalene Sisters,2002,R,7.7
787,Good Bye Lenin!,2003,R,7.7
788,In America,2002,PG-13,7.7
789,I Am Sam,2001,PG-13,7.7
790,Adaptation.,2002,R,7.7
791,Black Hawk Down,2001,A,7.7
792,Road to Perdition,2002,A,7.7
793,Das Experiment,2001,R,7.7
794,Billy Elliot,2000,R,7.7
795,Hedwig and the Angry Inch,2001,R,7.7
796,Ocean's Eleven,2001,UA,7.7
797,Vampire Hunter D: Bloodlust,2000,U,7.7
798,"O Brother, Where Art Thou?",2000,U,7.7
799,Interstate 60: Episodes of the Road,2002,R,7.7
800,"South Park: Bigger, Longer & Uncut",1999,A,7.7
801,Office Space,1999,R,7.7
802,Happiness,1998,,7.7
803,Training Day,2001,A,7.7
804,Rushmore,1998,UA,7.7
805,Abre los ojos,1997,U,7.7
806,Being John Malkovich,1999,R,7.7
807,As Good as It Gets,1997,A,7.7
808,The Fifth Element,1997,UA,7.7
809,Le dîner de cons,1998,PG-13,7.7
810,Donnie Brasco,1997,A,7.7
811,Shine,1996,U,7.7
812,Primal Fear,1996,A,7.7
813,Hamlet,1996,PG-13,7.7
814,A Little Princess,1995,U,7.7
815,Do lok tin si,1995,UA,7.7
816,Il postino,1994,U,7.7
817,Clerks,1994,R,7.7
818,Short Cuts,1993,R,7.7
819,Philadelphia,1993,UA,7.7
820,The Muppet Christmas Carol,1992,G,7.7
821,Malcolm X,1992,U,7.7
822,The Last of the Mohicans,1992,UA,7.7
823,Kurenai no buta,1992,U,7.7
824,Glengarry Glen Ross,1992,R,7.7
825,A Few Good Men,1992,U,7.7
826,Fried Green Tomatoes,1991,PG-13,7.7
827,Barton Fink,1991,U,7.7
828,Miller's Crossing,1990,R,7.7
829,Who Framed Roger Rabbit,1988,U,7.7
830,Spoorloos,1988,,7.7
831,Withnail & I,1987,R,7.7
832,The Last Emperor,1987,U,7.7
833,Empire of the Sun,1987,U,7.7
834,Der Name der Rose,1986,R,7.7
835,Blue Velvet,1986,A,7.7
836,The Purple Rose of Cairo,1985,U,7.7
837,After Hours,1985,UA,7.7
838,Zelig,1983,PG,7.7
839,The Verdict,1982,U,7.7
840,Star Trek II: The Wrath of Khan,1982,U,7.7
841,First Blood,1982,A,7.7
842,Ordinary People,1980,U,7.7
843,Airplane!,1980,U,7.7
844,Rupan sansei: Kariosutoro no shiro,1979,U,7.7
845,Halloween,1978,A,7.7
846,Le locataire,1976,R,7.7
847,Love and Death,1975,PG,7.7
848,The Taking of Pelham One Two Three,1974,U,7.7
849,Blazing Saddles,1974,A,7.7
850,Serpico,1973,A,7.7
851,Enter the Dragon,1973,A,7.7
852,Deliverance,1972,U,7.7
853,The French Connection,1971,A,7.7
854,Dirty Harry,1971,A,7.7
855,Where Eagles Dare,1968,U,7.7
856,The Odd Couple,1968,G,7.7
857,The Dirty Dozen,1967,,7.7
858,Belle de jour,1967,A,7.7
859,A Man for All Seasons,1966,U,7.7
860,Repulsion,1965,,7.7
861,Zulu,1964,U,7.7
862,Goldfinger,1964,A,7.7
863,The Birds,1963,A,7.7
864,Cape Fear,1962,Passed,7.7
865,Peeping Tom,1960,,7.7
866,The Magnificent Seven,1960,Approved,7.7
867,Les yeux sans visage,1960,,7.7
868,Invasion of the Body Snatchers,1956,Approved,7.7
869,Rebel Without a Cause,1955,PG-13,7.7
870,The Ladykillers,1955,,7.7
871,Sabrina,1954,Passed,7.7
872,The Quiet Man,1952,Passed,7.7
873,The Day the Earth Stood Still,1951,U,7.7
874,The African Queen,1951,PG,7.7
875,Gilda,1946,Approved,7.7
876,Fantasia,1940,G,7.7
877,The Invisible Man,1933,TV-PG,7.7
878,Dark Waters,2019,PG-13,7.6
879,Searching,2018,U/A,7.6
880,Once Upon a Time... in Hollywood,2019,A,7.6
881,Nelyubov,2017,R,7.6
882,The Florida Project,2017,A,7.6
883,Just Mercy,2019,A,7.6
884,Gifted,2017,PG-13,7.6
885,The Peanut Butter Falcon,2019,PG-13,7.6
886,Victoria,2015,,7.6
887,Mustang,2015,PG-13,7.6
888,Guardians of the Galaxy Vol. 2,2017,UA,7.6
889,Baby Driver,2017,UA,7.6
890,Only the Brave,2017,UA,7.6
891,Bridge of Spies,2015,UA,7.6
892,Incredibles 2,2018,UA,7.6
893,Moana,2016,U,7.6
894,Sicario,2015,A,7.6
895,Creed,2015,A,7.6
896,Leviafan,2014,R,7.6
897,Hell or High Water,2016,R,7.6
898,Philomena,2013,PG-13,7.6
899,Dawn of the Planet of the Apes,2014,UA,7.6
900,El cuerpo,2012,,7.6
901,Serbuan maut,2011,A,7.6
902,End of Watch,2012,A,7.6
903,Kari-gurashi no Arietti,2010,U,7.6
904,A Star Is Born,2018,UA,7.6
905,True Grit,2010,PG-13,7.6
906,Hævnen,2010,R,7.6
907,Despicable Me,2010,U,7.6
908,50/50,2011,R,7.6
909,Kick-Ass,2010,UA,7.6
910,Celda 211,2009,,7.6
911,Moneyball,2011,PG-13,7.6
912,La piel que habito,2011,R,7.6
913,Zombieland,2009,A,7.6
914,Die Welle,2008,,7.6
915,Sherlock Holmes,2009,PG-13,7.6
916,The Blind Side,2009,UA,7.6
917,The Visitor,2007,PG-13,7.6
918,Seven Pounds,2008,UA,7.6
919,Eastern Promises,2007,R,7.6
920,Stardust,2007,U,7.6
921,The Secret of Kells,2009,,7.6
922,Inside Man,2006,R,7.6
923,Gone Baby Gone,2007,R,7.6
924,La Vie En Rose,2007,PG-13,7.6
925,Huo Yuan Jia,2006,PG-13,7.6
926,The Illusionist,2006,U,7.6
927,Dead Man's Shoes,2004,,7.6
928,Harry Potter and the Half-Blood Prince,2009,UA,7.6
929,300,2006,A,7.6
930,Match Point,2005,R,7.6
931,Watchmen,2009,A,7.6
932,Lord of War,2005,R,7.6
933,Saw,2004,UA,7.6
934,"Synecdoche, New York",2008,R,7.6
935,Mysterious Skin,2004,R,7.6
936,Jeux d'enfants,2003,R,7.6
937,Un long dimanche de fiançailles,2004,U,7.6
938,The Station Agent,2003,R,7.6
939,21 Grams,2003,UA,7.6
940,Boksuneun naui geot,2002,R,7.6
941,Finding Neverland,2004,U,7.6
942,25th Hour,2002,R,7.6
943,The Butterfly Effect,2004,U,7.6
944,28 Days Later...,2002,A,7.6
945,Batoru rowaiaru,2000,,7.6
946,The Royal Tenenbaums,2001,A,7.6
947,Y tu mamá también,2001,A,7.6
948,Harry Potter and the Sorcerer's Stone,2001,U,7.6
949,The Others,2001,PG-13,7.6
950,Blow,2001,R,7.6
951,Enemy at the Gates,2001,A,7.6
952,Minority Report,2002,A,7.6
953,The Hurricane,1999,R,7.6
954,American Psycho,2000,A,7.6
955,Lola rennt,1998,UA,7.6
956,The Thin Red Line,1998,A,7.6
957,Mulan,1998,U,7.6
958,Fear and Loathing in Las Vegas,1998,R,7.6
959,Funny Games,1997,A,7.6
960,Dark City,1998,A,7.6
961,Sleepers,1996,UA,7.6
962,Lost Highway,1997,A,7.6
963,Sense and Sensibility,1995,U,7.6
964,Die Hard: With a Vengeance,1995,A,7.6
965,Dead Man,1995,R,7.6
966,The Bridges of Madison County,1995,A,7.6
967,Apollo 13,PG,U,7.6
968,Trois couleurs: Blanc,1994,U,7.6
969,Falling Down,1993,R,7.6
970,Dazed and Confused,1993,U,7.6
971,My Cousin Vinny,1992,UA,7.6
972,Omohide poro poro,1991,U,7.6
973,Delicatessen,1991,R,7.6
974,Home Alone,1990,U,7.6
975,The Godfather: Part III,1990,A,7.6
976,When Harry Met Sally...,1989,UA,7.6
977,The Little Mermaid,1989,U,7.6
978,The Naked Gun: From the Files of Police Squad!,1988,U,7.6
979,"Planes, Trains & Automobiles",1987,U,7.6
980,Lethal Weapon,1987,A,7.6
981,Blood Simple,1984,A,7.6
982,On Golden Pond,1981,UA,7.6
983,Mad Max 2,1981,A,7.6
984,The Warriors,1979,UA,7.6
985,The Muppet Movie,1979,U,7.6
986,Escape from Alcatraz,1979,A,7.6
987,Watership Down,1978,U,7.6
988,Midnight Express,1978,A,7.6
989,Close Encounters of the Third Kind,1977,U,7.6
990,The Long Goodbye,1973,A,7.6
991,Giù la testa,1971,PG,7.6
992,Kelly's Heroes,1970,GP,7.6
993,The Jungle Book,1967,U,7.6
994,Blowup,1966,A,7.6
995,A Hard Day's Night,1964,U,7.6
996,Breakfast at Tiffany's,1961,A,7.6
997,Giant,1956,G,7.6
998,From Here to Eternity,1953,Passed,7.6
999,Lifeboat,1944,,7.6
1000,The 39 Steps,1935,,7.6
